ticket_id,created_at,channel,region,category,subcategory,priority,status,first_response_time_min,resolution_time_hours,csat_score,agent_team,sla_breached,ai_generated_summary
TCK-100911,2025-12-08 20:00:00,Email,Brazil,Cancellation,policy dispute,Medium,Resolved,183,13.71,4.2,Payments Desk,1,Ticket about policy dispute. Customer contacted via Email in Brazil. Priority medium. Suggested root cause: policy dispute. Recommended action: standard troubleshooting.
TCK-100912,2026-02-15 05:00:00,Email,Brazil,Refund Request,refund denied,Low,Resolved,144,26.87,2.7,Tier 1,1,Ticket about refund denied. Customer contacted via Email in Brazil. Priority low. Suggested root cause: refund denied. Recommended action: standard troubleshooting.
TCK-100913,2026-03-12 05:00:00,Phone,US,Cancellation,guest cancellation,High,Resolved,7,9.25,5.0,Payments Desk,0,Ticket about guest cancellation. Customer contacted via Phone in US. Priority high. Suggested root cause: guest cancellation. Recommended action: expedite specialist review.
TCK-100914,2026-02-25 18:00:00,Phone,Mexico,Account Access,account locked,Medium,Resolved,12,4.91,4.5,Guest Support,0,Ticket about account locked. Customer contacted via Phone in Mexico. Priority medium. Suggested root cause: account locked. Recommended action: standard troubleshooting.
TCK-100915,2026-03-04 16:00:00,Chat,US,Account Access,account locked,Medium,Resolved,18,5.23,2.4,Tier 2,0,Ticket about account locked. Customer contacted via Chat in US. Priority medium. Suggested root cause: account locked. Recommended action: standard troubleshooting.
TCK-100916,2026-03-20 09:00:00,WhatsApp,Spain,Refund Request,refund denied,Urgent,Resolved,21,13.13,2.7,Guest Support,1,Ticket about refund denied. Customer contacted via WhatsApp in Spain. Priority urgent. Suggested root cause: refund denied. Recommended action: expedite specialist review.
TCK-100917,2026-02-26 01:00:00,Email,Brazil,Payment & Card,double charge,Medium,Resolved,153,13.55,3.9,Tier 2,1,Ticket about double charge. Customer contacted via Email in Brazil. Priority medium. Suggested root cause: double charge. Recommended action: standard troubleshooting.
TCK-100918,2025-11-21 08:00:00,Phone,Portugal,Account Access,account locked,Medium,Pending,13,2.98,4.1,Tier 1,0,Ticket about account locked. Customer contacted via Phone in Portugal. Priority medium. Suggested root cause: account locked. Recommended action: standard troubleshooting.
TCK-100919,2025-12-09 11:00:00,Phone,Mexico,Cancellation,host cancellation,Medium,Pending,9,9.01,4.3,Host Support,0,Ticket about host cancellation. Customer contacted via Phone in Mexico. Priority medium. Suggested root cause: host cancellation. Recommended action: standard troubleshooting.
TCK-100920,2025-12-21 09:00:00,Chat,US,Booking Issue,duplicate booking,Medium,Pending,14,6.51,4.6,Host Support,0,Ticket about duplicate booking. Customer contacted via Chat in US. Priority medium. Suggested root cause: duplicate booking. Recommended action: standard troubleshooting.
TCK-100921,2026-03-15 16:00:00,WhatsApp,US,Payment & Card,chargeback,Medium,Resolved,40,12.23,4.1,Tier 1,1,Ticket about chargeback. Customer contacted via WhatsApp in US. Priority medium. Suggested root cause: chargeback. Recommended action: standard troubleshooting.
TCK-100922,2025-12-28 04:00:00,Chat,US,Check-in Problem,host unavailable,Urgent,Resolved,9,4.76,4.8,Tier 1,0,Ticket about host unavailable. Customer contacted via Chat in US. Priority urgent. Suggested root cause: host unavailable. Recommended action: expedite specialist review.
TCK-100923,2025-10-19 21:00:00,Phone,US,Booking Issue,payment failure,Urgent,Resolved,6,7.3,3.8,Payments Desk,0,Ticket about payment failure. Customer contacted via Phone in US. Priority urgent. Suggested root cause: payment failure. Recommended action: expedite specialist review.
TCK-100924,2025-10-31 19:00:00,Chat,Mexico,Cancellation,policy dispute,Low,Pending,21,12.05,3.7,Tier 1,1,Ticket about policy dispute. Customer contacted via Chat in Mexico. Priority low. Suggested root cause: policy dispute. Recommended action: standard troubleshooting.
TCK-100925,2026-03-28 03:00:00,Phone,Portugal,Account Access,account locked,High,Resolved,8,0.5,3.9,Tier 1,0,Ticket about account locked. Customer contacted via Phone in Portugal. Priority high. Suggested root cause: account locked. Recommended action: expedite specialist review.
TCK-100926,2026-01-15 23:00:00,WhatsApp,Mexico,Check-in Problem,host unavailable,Urgent,Resolved,22,3.64,4.0,Tier 1,0,Ticket about host unavailable. Customer contacted via WhatsApp in Mexico. Priority urgent. Suggested root cause: host unavailable. Recommended action: expedite specialist review.
TCK-100927,2025-11-29 18:00:00,WhatsApp,Portugal,Refund Request,partial refund,Medium,Pending,34,19.05,4.1,Host Support,1,Ticket about partial refund. Customer contacted via WhatsApp in Portugal. Priority medium. Suggested root cause: partial refund. Recommended action: standard troubleshooting.
TCK-100928,2026-02-05 21:00:00,Phone,Brazil,Account Access,password reset,Medium,Resolved,8,1.35,3.5,Payments Desk,0,Ticket about password reset. Customer contacted via Phone in Brazil. Priority medium. Suggested root cause: password reset. Recommended action: standard troubleshooting.
TCK-100929,2025-11-19 11:00:00,Phone,Spain,Check-in Problem,access code not working,Low,Open,11,6.73,3.7,Guest Support,0,Ticket about access code not working. Customer contacted via Phone in Spain. Priority low. Suggested root cause: access code not working. Recommended action: standard troubleshooting.
TCK-100930,2025-10-12 21:00:00,Email,Mexico,Account Access,account locked,Medium,Resolved,94,3.0,4.3,Payments Desk,1,Ticket about account locked. Customer contacted via Email in Mexico. Priority medium. Suggested root cause: account locked. Recommended action: standard troubleshooting.
TCK-100931,2025-11-11 15:00:00,WhatsApp,Portugal,Payment & Card,card declined,Low,Open,48,16.27,3.2,Payments Desk,1,Ticket about card declined. Customer contacted via WhatsApp in Portugal. Priority low. Suggested root cause: card declined. Recommended action: standard troubleshooting.
TCK-100932,2026-01-11 16:00:00,Phone,Mexico,Booking Issue,duplicate booking,High,Resolved,6,7.58,3.6,Host Support,0,Ticket about duplicate booking. Customer contacted via Phone in Mexico. Priority high. Suggested root cause: duplicate booking. Recommended action: expedite specialist review.
TCK-100933,2026-01-17 06:00:00,Email,Spain,Account Access,2fa issue,High,Pending,139,0.5,3.5,Host Support,1,Ticket about 2fa issue. Customer contacted via Email in Spain. Priority high. Suggested root cause: 2fa issue. Recommended action: expedite specialist review.
TCK-100934,2026-03-10 19:00:00,Phone,Portugal,Account Access,2fa issue,High,Pending,9,3.8,5.0,Tier 2,0,Ticket about 2fa issue. Customer contacted via Phone in Portugal. Priority high. Suggested root cause: 2fa issue. Recommended action: expedite specialist review.
TCK-100935,2025-12-29 01:00:00,Phone,Portugal,Payment & Card,card declined,Medium,Escalated,10,11.79,4.1,Payments Desk,0,Ticket about card declined. Customer contacted via Phone in Portugal. Priority medium. Suggested root cause: card declined. Recommended action: standard troubleshooting.
TCK-100936,2026-03-04 17:00:00,Email,Mexico,Account Access,password reset,High,Resolved,56,3.22,3.6,Tier 2,0,Ticket about password reset. Customer contacted via Email in Mexico. Priority high. Suggested root cause: password reset. Recommended action: expedite specialist review.
TCK-100937,2025-10-02 01:00:00,Phone,Spain,Cancellation,guest cancellation,Medium,Resolved,12,8.79,4.1,Tier 2,0,Ticket about guest cancellation. Customer contacted via Phone in Spain. Priority medium. Suggested root cause: guest cancellation. Recommended action: standard troubleshooting.
TCK-100938,2026-03-26 06:00:00,Chat,Brazil,Account Access,account locked,High,Resolved,12,7.23,4.0,Payments Desk,0,Ticket about account locked. Customer contacted via Chat in Brazil. Priority high. Suggested root cause: account locked. Recommended action: expedite specialist review.
TCK-100939,2026-03-04 02:00:00,Chat,Spain,Cancellation,policy dispute,Low,Pending,30,14.29,4.5,Payments Desk,1,Ticket about policy dispute. Customer contacted via Chat in Spain. Priority low. Suggested root cause: policy dispute. Recommended action: standard troubleshooting.
TCK-100940,2026-01-05 04:00:00,WhatsApp,Spain,Refund Request,refund delay,Medium,Escalated,38,18.87,2.2,Guest Support,1,Ticket about refund delay. Customer contacted via WhatsApp in Spain. Priority medium. Suggested root cause: refund delay. Recommended action: standard troubleshooting.
TCK-100941,2025-12-16 14:00:00,Chat,US,Booking Issue,duplicate booking,Urgent,Resolved,11,8.16,4.2,Tier 2,0,Ticket about duplicate booking. Customer contacted via Chat in US. Priority urgent. Suggested root cause: duplicate booking. Recommended action: expedite specialist review.
TCK-100942,2025-10-17 23:00:00,WhatsApp,Brazil,Cancellation,policy dispute,Medium,Resolved,22,9.88,5.0,Payments Desk,0,Ticket about policy dispute. Customer contacted via WhatsApp in Brazil. Priority medium. Suggested root cause: policy dispute. Recommended action: standard troubleshooting.
TCK-100943,2025-11-28 01:00:00,Email,Brazil,Payment & Card,card declined,Medium,Escalated,183,13.86,3.8,Host Support,1,Ticket about card declined. Customer contacted via Email in Brazil. Priority medium. Suggested root cause: card declined. Recommended action: standard troubleshooting.
TCK-100944,2026-03-18 16:00:00,Chat,Mexico,Booking Issue,duplicate booking,Urgent,Resolved,10,2.55,3.6,Payments Desk,0,Ticket about duplicate booking. Customer contacted via Chat in Mexico. Priority urgent. Suggested root cause: duplicate booking. Recommended action: expedite specialist review.
TCK-100945,2026-01-07 06:00:00,WhatsApp,Mexico,Account Access,2fa issue,Medium,Resolved,48,3.4,4.0,Tier 2,0,Ticket about 2fa issue. Customer contacted via WhatsApp in Mexico. Priority medium. Suggested root cause: 2fa issue. Recommended action: standard troubleshooting.
TCK-100946,2026-01-05 14:00:00,Chat,Portugal,Account Access,account locked,Medium,Escalated,16,8.19,5.0,Tier 1,0,Ticket about account locked. Customer contacted via Chat in Portugal. Priority medium. Suggested root cause: account locked. Recommended action: standard troubleshooting.
TCK-100947,2026-01-08 01:00:00,WhatsApp,Mexico,Check-in Problem,late check-in,Medium,Resolved,54,5.65,4.4,Host Support,0,Ticket about late check-in. Customer contacted via WhatsApp in Mexico. Priority medium. Suggested root cause: late check-in. Recommended action: standard troubleshooting.
TCK-100948,2025-10-30 06:00:00,Chat,Spain,Booking Issue,payment failure,Urgent,Resolved,5,9.55,3.4,Tier 2,0,Ticket about payment failure. Customer contacted via Chat in Spain. Priority urgent. Suggested root cause: payment failure. Recommended action: expedite specialist review.
TCK-100949,2026-02-08 21:00:00,Phone,US,Account Access,2fa issue,Low,Resolved,13,2.59,3.8,Payments Desk,0,Ticket about 2fa issue. Customer contacted via Phone in US. Priority low. Suggested root cause: 2fa issue. Recommended action: standard troubleshooting.
TCK-100950,2025-12-20 03:00:00,Email,US,Cancellation,host cancellation,Medium,Pending,110,8.66,3.8,Payments Desk,1,Ticket about host cancellation. Customer contacted via Email in US. Priority medium. Suggested root cause: host cancellation. Recommended action: standard troubleshooting.
TCK-100951,2026-02-12 17:00:00,Chat,Brazil,Account Access,2fa issue,Low,Resolved,20,6.83,3.4,Tier 2,0,Ticket about 2fa issue. Customer contacted via Chat in Brazil. Priority low. Suggested root cause: 2fa issue. Recommended action: standard troubleshooting.
TCK-100952,2026-03-21 22:00:00,WhatsApp,Mexico,Cancellation,host cancellation,Low,Pending,45,15.18,3.8,Host Support,1,Ticket about host cancellation. Customer contacted via WhatsApp in Mexico. Priority low. Suggested root cause: host cancellation. Recommended action: standard troubleshooting.
TCK-100953,2025-11-18 09:00:00,Phone,US,Check-in Problem,late check-in,Urgent,Resolved,5,3.69,5.0,Payments Desk,0,Ticket about late check-in. Customer contacted via Phone in US. Priority urgent. Suggested root cause: late check-in. Recommended action: expedite specialist review.
TCK-100954,2026-02-01 01:00:00,Phone,Brazil,Cancellation,host cancellation,High,Escalated,8,7.33,4.5,Guest Support,0,Ticket about host cancellation. Customer contacted via Phone in Brazil. Priority high. Suggested root cause: host cancellation. Recommended action: expedite specialist review.
TCK-100955,2026-01-15 20:00:00,Phone,Portugal,Cancellation,guest cancellation,High,Resolved,5,10.0,4.5,Host Support,0,Ticket about guest cancellation. Customer contacted via Phone in Portugal. Priority high. Suggested root cause: guest cancellation. Recommended action: expedite specialist review.
TCK-100956,2025-10-19 03:00:00,Email,Mexico,Refund Request,refund delay,Medium,Resolved,129,16.16,2.5,Tier 2,1,Ticket about refund delay. Customer contacted via Email in Mexico. Priority medium. Suggested root cause: refund delay. Recommended action: standard troubleshooting.
TCK-100957,2026-03-09 10:00:00,WhatsApp,US,Cancellation,guest cancellation,Medium,Open,39,12.7,3.8,Guest Support,1,Ticket about guest cancellation. Customer contacted via WhatsApp in US. Priority medium. Suggested root cause: guest cancellation. Recommended action: standard troubleshooting.
TCK-100958,2026-03-15 14:00:00,Email,Mexico,Cancellation,host cancellation,Low,Resolved,191,7.91,3.4,Payments Desk,1,Ticket about host cancellation. Customer contacted via Email in Mexico. Priority low. Suggested root cause: host cancellation. Recommended action: standard troubleshooting.
TCK-100959,2025-12-01 15:00:00,Phone,Brazil,Refund Request,refund denied,High,Pending,8,13.3,2.8,Guest Support,1,Ticket about refund denied. Customer contacted via Phone in Brazil. Priority high. Suggested root cause: refund denied. Recommended action: expedite specialist review.
TCK-100960,2025-10-02 09:00:00,Chat,Portugal,Payment & Card,double charge,Urgent,Resolved,9,10.44,4.1,Host Support,0,Ticket about double charge. Customer contacted via Chat in Portugal. Priority urgent. Suggested root cause: double charge. Recommended action: expedite specialist review.
TCK-100961,2025-11-02 04:00:00,Phone,US,Check-in Problem,late check-in,Medium,Resolved,4,1.33,3.8,Tier 1,0,Ticket about late check-in. Customer contacted via Phone in US. Priority medium. Suggested root cause: late check-in. Recommended action: standard troubleshooting.
TCK-100962,2026-01-19 10:00:00,Email,Portugal,Refund Request,refund delay,High,Pending,135,9.26,3.5,Host Support,1,Ticket about refund delay. Customer contacted via Email in Portugal. Priority high. Suggested root cause: refund delay. Recommended action: expedite specialist review.
TCK-100963,2025-12-31 22:00:00,Email,Spain,Payment & Card,double charge,Urgent,Pending,79,12.85,3.2,Host Support,1,Ticket about double charge. Customer contacted via Email in Spain. Priority urgent. Suggested root cause: double charge. Recommended action: expedite specialist review.
TCK-100964,2026-01-19 21:00:00,Chat,Mexico,Account Access,account locked,High,Resolved,17,3.71,2.7,Payments Desk,0,Ticket about account locked. Customer contacted via Chat in Mexico. Priority high. Suggested root cause: account locked. Recommended action: expedite specialist review.
TCK-100965,2026-01-19 07:00:00,Email,Brazil,Booking Issue,pricing mismatch,Urgent,Resolved,124,6.77,4.2,Host Support,1,Ticket about pricing mismatch. Customer contacted via Email in Brazil. Priority urgent. Suggested root cause: pricing mismatch. Recommended action: expedite specialist review.
TCK-100966,2025-12-27 02:00:00,WhatsApp,US,Refund Request,refund delay,Low,Resolved,78,17.91,4.3,Host Support,1,Ticket about refund delay. Customer contacted via WhatsApp in US. Priority low. Suggested root cause: refund delay. Recommended action: standard troubleshooting.
TCK-100967,2026-02-15 08:00:00,Chat,US,Check-in Problem,host unavailable,Medium,Resolved,16,6.63,4.2,Payments Desk,0,Ticket about host unavailable. Customer contacted via Chat in US. Priority medium. Suggested root cause: host unavailable. Recommended action: standard troubleshooting.
TCK-100968,2025-11-14 19:00:00,Email,Spain,Check-in Problem,host unavailable,Medium,Resolved,125,4.75,4.0,Host Support,1,Ticket about host unavailable. Customer contacted via Email in Spain. Priority medium. Suggested root cause: host unavailable. Recommended action: standard troubleshooting.
TCK-100969,2026-03-12 14:00:00,WhatsApp,US,Check-in Problem,host unavailable,High,Resolved,16,6.75,3.9,Guest Support,0,Ticket about host unavailable. Customer contacted via WhatsApp in US. Priority high. Suggested root cause: host unavailable. Recommended action: expedite specialist review.
TCK-100970,2025-12-03 14:00:00,WhatsApp,US,Cancellation,policy dispute,Low,Resolved,33,11.51,5.0,Host Support,0,Ticket about policy dispute. Customer contacted via WhatsApp in US. Priority low. Suggested root cause: policy dispute. Recommended action: standard troubleshooting.
TCK-100971,2025-12-16 12:00:00,Chat,Portugal,Account Access,account locked,Medium,Resolved,15,4.79,3.7,Tier 1,0,Ticket about account locked. Customer contacted via Chat in Portugal. Priority medium. Suggested root cause: account locked. Recommended action: standard troubleshooting.
TCK-100972,2026-01-08 05:00:00,Email,Portugal,Cancellation,host cancellation,Medium,Open,166,11.51,4.6,Payments Desk,1,Ticket about host cancellation. Customer contacted via Email in Portugal. Priority medium. Suggested root cause: host cancellation. Recommended action: standard troubleshooting.
TCK-100973,2025-12-24 20:00:00,Phone,Brazil,Payment & Card,chargeback,Low,Resolved,12,18.97,3.6,Tier 1,1,Ticket about chargeback. Customer contacted via Phone in Brazil. Priority low. Suggested root cause: chargeback. Recommended action: standard troubleshooting.
TCK-100974,2026-03-25 05:00:00,WhatsApp,Portugal,Booking Issue,pricing mismatch,Low,Pending,55,9.67,4.7,Guest Support,0,Ticket about pricing mismatch. Customer contacted via WhatsApp in Portugal. Priority low. Suggested root cause: pricing mismatch. Recommended action: standard troubleshooting.
TCK-100975,2025-12-26 11:00:00,Email,Brazil,Check-in Problem,access code not working,Low,Resolved,168,7.36,3.9,Host Support,1,Ticket about access code not working. Customer contacted via Email in Brazil. Priority low. Suggested root cause: access code not working. Recommended action: standard troubleshooting.
TCK-100976,2025-12-01 06:00:00,Email,US,Refund Request,partial refund,Medium,Pending,148,17.74,3.3,Payments Desk,1,Ticket about partial refund. Customer contacted via Email in US. Priority medium. Suggested root cause: partial refund. Recommended action: standard troubleshooting.
TCK-100977,2026-03-05 07:00:00,Phone,Spain,Account Access,2fa issue,Urgent,Escalated,10,4.97,4.8,Tier 2,0,Ticket about 2fa issue. Customer contacted via Phone in Spain. Priority urgent. Suggested root cause: 2fa issue. Recommended action: expedite specialist review.
TCK-100978,2025-12-12 01:00:00,Phone,US,Refund Request,refund delay,Medium,Resolved,8,16.04,4.2,Host Support,1,Ticket about refund delay. Customer contacted via Phone in US. Priority medium. Suggested root cause: refund delay. Recommended action: standard troubleshooting.
TCK-100979,2025-11-09 19:00:00,WhatsApp,Portugal,Booking Issue,duplicate booking,High,Escalated,37,10.89,3.8,Guest Support,0,Ticket about duplicate booking. Customer contacted via WhatsApp in Portugal. Priority high. Suggested root cause: duplicate booking. Recommended action: expedite specialist review.
TCK-100980,2026-03-16 03:00:00,Phone,Portugal,Check-in Problem,host unavailable,High,Resolved,7,1.49,3.9,Tier 2,0,Ticket about host unavailable. Customer contacted via Phone in Portugal. Priority high. Suggested root cause: host unavailable. Recommended action: expedite specialist review.
TCK-100981,2025-10-05 17:00:00,Email,Mexico,Refund Request,refund delay,High,Resolved,153,14.27,3.5,Tier 2,1,Ticket about refund delay. Customer contacted via Email in Mexico. Priority high. Suggested root cause: refund delay. Recommended action: expedite specialist review.
TCK-100982,2025-12-22 12:00:00,Chat,US,Cancellation,policy dispute,Medium,Resolved,17,10.71,3.4,Host Support,0,Ticket about policy dispute. Customer contacted via Chat in US. Priority medium. Suggested root cause: policy dispute. Recommended action: standard troubleshooting.
TCK-100983,2026-02-22 00:00:00,Chat,Mexico,Booking Issue,duplicate booking,High,Resolved,15,1.07,4.1,Host Support,0,Ticket about duplicate booking. Customer contacted via Chat in Mexico. Priority high. Suggested root cause: duplicate booking. Recommended action: expedite specialist review.
TCK-100984,2026-03-10 22:00:00,Chat,Mexico,Booking Issue,payment failure,Medium,Escalated,10,11.65,4.7,Host Support,0,Ticket about payment failure. Customer contacted via Chat in Mexico. Priority medium. Suggested root cause: payment failure. Recommended action: standard troubleshooting.
TCK-100985,2025-10-18 09:00:00,Email,Portugal,Check-in Problem,late check-in,Urgent,Pending,114,7.55,3.5,Guest Support,1,Ticket about late check-in. Customer contacted via Email in Portugal. Priority urgent. Suggested root cause: late check-in. Recommended action: expedite specialist review.
TCK-100986,2026-01-08 06:00:00,WhatsApp,Portugal,Booking Issue,payment failure,Medium,Pending,50,11.05,4.0,Host Support,0,Ticket about payment failure. Customer contacted via WhatsApp in Portugal. Priority medium. Suggested root cause: payment failure. Recommended action: standard troubleshooting.
TCK-100987,2025-12-19 03:00:00,Email,Portugal,Account Access,password reset,Medium,Resolved,179,1.57,3.2,Payments Desk,1,Ticket about password reset. Customer contacted via Email in Portugal. Priority medium. Suggested root cause: password reset. Recommended action: standard troubleshooting.
TCK-100988,2026-02-20 09:00:00,WhatsApp,Brazil,Cancellation,guest cancellation,Urgent,Resolved,19,5.84,3.5,Host Support,0,Ticket about guest cancellation. Customer contacted via WhatsApp in Brazil. Priority urgent. Suggested root cause: guest cancellation. Recommended action: expedite specialist review.
TCK-100989,2025-10-08 02:00:00,Chat,Portugal,Refund Request,partial refund,Medium,Resolved,23,17.43,3.7,Tier 2,1,Ticket about partial refund. Customer contacted via Chat in Portugal. Priority medium. Suggested root cause: partial refund. Recommended action: standard troubleshooting.
TCK-100990,2026-01-24 18:00:00,WhatsApp,Mexico,Payment & Card,double charge,High,Resolved,24,7.89,4.4,Host Support,0,Ticket about double charge. Customer contacted via WhatsApp in Mexico. Priority high. Suggested root cause: double charge. Recommended action: expedite specialist review.
TCK-100991,2026-02-20 06:00:00,Phone,Portugal,Account Access,account locked,High,Pending,3,3.25,3.2,Guest Support,0,Ticket about account locked. Customer contacted via Phone in Portugal. Priority high. Suggested root cause: account locked. Recommended action: expedite specialist review.
TCK-100992,2025-12-10 17:00:00,Email,Portugal,Check-in Problem,host unavailable,Low,Resolved,244,9.5,3.9,Guest Support,1,Ticket about host unavailable. Customer contacted via Email in Portugal. Priority low. Suggested root cause: host unavailable. Recommended action: standard troubleshooting.
TCK-100993,2026-03-17 23:00:00,WhatsApp,Spain,Booking Issue,payment failure,Medium,Resolved,46,7.14,4.6,Tier 1,0,Ticket about payment failure. Customer contacted via WhatsApp in Spain. Priority medium. Suggested root cause: payment failure. Recommended action: standard troubleshooting.
TCK-100994,2026-01-31 11:00:00,Chat,Mexico,Check-in Problem,access code not working,High,Escalated,16,5.68,5.0,Tier 1,0,Ticket about access code not working. Customer contacted via Chat in Mexico. Priority high. Suggested root cause: access code not working. Recommended action: expedite specialist review.
TCK-100995,2025-10-22 17:00:00,Email,Brazil,Check-in Problem,access code not working,Medium,Resolved,165,6.64,2.6,Host Support,1,Ticket about access code not working. Customer contacted via Email in Brazil. Priority medium. Suggested root cause: access code not working. Recommended action: standard troubleshooting.
TCK-100996,2025-12-28 00:00:00,Email,Brazil,Check-in Problem,access code not working,Medium,Resolved,106,5.73,4.3,Guest Support,1,Ticket about access code not working. Customer contacted via Email in Brazil. Priority medium. Suggested root cause: access code not working. Recommended action: standard troubleshooting.
TCK-100997,2025-11-05 13:00:00,WhatsApp,Portugal,Account Access,password reset,Urgent,Pending,14,8.11,5.0,Tier 1,0,Ticket about password reset. Customer contacted via WhatsApp in Portugal. Priority urgent. Suggested root cause: password reset. Recommended action: expedite specialist review.
TCK-100998,2025-11-04 18:00:00,Email,Mexico,Payment & Card,card declined,Medium,Escalated,161,14.16,3.0,Payments Desk,1,Ticket about card declined. Customer contacted via Email in Mexico. Priority medium. Suggested root cause: card declined. Recommended action: standard troubleshooting.
TCK-100999,2025-11-23 14:00:00,WhatsApp,Brazil,Account Access,2fa issue,Medium,Escalated,26,4.17,4.4,Tier 2,0,Ticket about 2fa issue. Customer contacted via WhatsApp in Brazil. Priority medium. Suggested root cause: 2fa issue. Recommended action: standard troubleshooting.
TCK-101000,2026-02-02 03:00:00,Email,Mexico,Check-in Problem,late check-in,Medium,Resolved,96,6.74,4.1,Tier 1,1,Ticket about late check-in. Customer contacted via Email in Mexico. Priority medium. Suggested root cause: late check-in. Recommended action: standard troubleshooting.
TCK-101001,2025-12-23 17:00:00,Phone,Brazil,Cancellation,host cancellation,Low,Resolved,7,10.61,3.9,Host Support,0,Ticket about host cancellation. Customer contacted via Phone in Brazil. Priority low. Suggested root cause: host cancellation. Recommended action: standard troubleshooting.
TCK-101002,2026-02-01 02:00:00,Chat,Mexico,Account Access,account locked,High,Resolved,23,4.62,3.3,Tier 2,0,Ticket about account locked. Customer contacted via Chat in Mexico. Priority high. Suggested root cause: account locked. Recommended action: expedite specialist review.
TCK-101003,2025-11-17 02:00:00,WhatsApp,Portugal,Cancellation,host cancellation,Urgent,Resolved,28,3.6,5.0,Payments Desk,0,Ticket about host cancellation. Customer contacted via WhatsApp in Portugal. Priority urgent. Suggested root cause: host cancellation. Recommended action: expedite specialist review.
TCK-101004,2025-10-11 03:00:00,Email,Brazil,Cancellation,guest cancellation,Urgent,Resolved,81,6.79,5.0,Payments Desk,1,Ticket about guest cancellation. Customer contacted via Email in Brazil. Priority urgent. Suggested root cause: guest cancellation. Recommended action: expedite specialist review.
TCK-101005,2026-02-15 02:00:00,Email,Portugal,Refund Request,partial refund,High,Pending,73,12.23,3.1,Tier 2,1,Ticket about partial refund. Customer contacted via Email in Portugal. Priority high. Suggested root cause: partial refund. Recommended action: expedite specialist review.
TCK-101006,2025-10-20 17:00:00,Phone,Portugal,Account Access,account locked,Medium,Resolved,12,0.66,2.2,Guest Support,0,Ticket about account locked. Customer contacted via Phone in Portugal. Priority medium. Suggested root cause: account locked. Recommended action: standard troubleshooting.
TCK-101007,2026-01-12 21:00:00,Phone,Spain,Account Access,account locked,Low,Resolved,11,6.21,5.0,Guest Support,0,Ticket about account locked. Customer contacted via Phone in Spain. Priority low. Suggested root cause: account locked. Recommended action: standard troubleshooting.
TCK-101008,2025-11-20 03:00:00,WhatsApp,Mexico,Account Access,2fa issue,High,Resolved,25,2.49,5.0,Guest Support,0,Ticket about 2fa issue. Customer contacted via WhatsApp in Mexico. Priority high. Suggested root cause: 2fa issue. Recommended action: expedite specialist review.
TCK-101009,2026-02-28 22:00:00,WhatsApp,Mexico,Account Access,2fa issue,High,Resolved,13,2.55,4.3,Guest Support,0,Ticket about 2fa issue. Customer contacted via WhatsApp in Mexico. Priority high. Suggested root cause: 2fa issue. Recommended action: expedite specialist review.
TCK-101010,2026-01-23 04:00:00,Chat,Brazil,Cancellation,policy dispute,Urgent,Resolved,14,5.88,4.2,Tier 1,0,Ticket about policy dispute. Customer contacted via Chat in Brazil. Priority urgent. Suggested root cause: policy dispute. Recommended action: expedite specialist review.
TCK-101011,2026-03-24 15:00:00,Phone,Mexico,Payment & Card,chargeback,Low,Escalated,6,16.05,3.8,Guest Support,1,Ticket about chargeback. Customer contacted via Phone in Mexico. Priority low. Suggested root cause: chargeback. Recommended action: standard troubleshooting.
TCK-101012,2025-12-28 07:00:00,WhatsApp,Brazil,Refund Request,partial refund,Low,Resolved,35,22.63,3.8,Payments Desk,1,Ticket about partial refund. Customer contacted via WhatsApp in Brazil. Priority low. Suggested root cause: partial refund. Recommended action: standard troubleshooting.
TCK-101013,2025-12-28 15:00:00,Phone,US,Account Access,account locked,Low,Resolved,11,5.38,3.5,Tier 1,0,Ticket about account locked. Customer contacted via Phone in US. Priority low. Suggested root cause: account locked. Recommended action: standard troubleshooting.
TCK-101014,2026-03-03 04:00:00,Email,Portugal,Check-in Problem,host unavailable,Medium,Resolved,132,7.34,3.9,Guest Support,1,Ticket about host unavailable. Customer contacted via Email in Portugal. Priority medium. Suggested root cause: host unavailable. Recommended action: standard troubleshooting.
TCK-101015,2025-12-19 19:00:00,Phone,Brazil,Check-in Problem,access code not working,High,Resolved,7,5.59,4.7,Guest Support,0,Ticket about access code not working. Customer contacted via Phone in Brazil. Priority high. Suggested root cause: access code not working. Recommended action: expedite specialist review.
TCK-101016,2025-12-24 12:00:00,Chat,Spain,Booking Issue,payment failure,Medium,Resolved,8,11.55,4.0,Host Support,0,Ticket about payment failure. Customer contacted via Chat in Spain. Priority medium. Suggested root cause: payment failure. Recommended action: standard troubleshooting.
TCK-101017,2026-02-18 15:00:00,Email,Portugal,Booking Issue,duplicate booking,High,Resolved,133,10.28,2.8,Host Support,1,Ticket about duplicate booking. Customer contacted via Email in Portugal. Priority high. Suggested root cause: duplicate booking. Recommended action: expedite specialist review.
TCK-101018,2025-10-27 15:00:00,WhatsApp,Brazil,Check-in Problem,host unavailable,Medium,Resolved,28,5.37,3.7,Payments Desk,0,Ticket about host unavailable. Customer contacted via WhatsApp in Brazil. Priority medium. Suggested root cause: host unavailable. Recommended action: standard troubleshooting.
